"","image_name","midpoint_row","midpoint_column","left_column","right_column","top_row","bottom_row","patch_size","label_code","label_name","machine_prediction","confidence"
"51","image_1.jpg",312,2524,2412,2636,200,424,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"52","image_1.jpg",690,2524,2412,2636,578,802,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"53","image_1.jpg",1068,2524,2412,2636,956,1180,224,"RE_bush","red_algae_bushy","RE_bush",0.999
"54","image_1.jpg",1447,2524,2412,2636,1335,1559,224,"RE_bush","red_algae_bushy","RE_bush",1
"55","image_1.jpg",1825,2524,2412,2636,1713,1937,224,"RE_bush","red_algae_bushy","RE_bush",1
"56","image_1.jpg",2204,2524,2412,2636,2092,2316,224,"RE_bush","red_algae_bushy","RE_bush",1
"57","image_1.jpg",2582,2524,2412,2636,2470,2694,224,"RE_bush","red_algae_bushy","RE_bush",1
"58","image_1.jpg",2961,2524,2412,2636,2849,3073,224,"RE_bush","red_algae_bushy","RE_bush",1
"59","image_1.jpg",3339,2524,2412,2636,3227,3451,224,"RE_bush","red_algae_bushy","RE_bush",1
"60","image_1.jpg",3718,2524,2412,2636,3606,3830,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"61","image_1.jpg",312,2966,2854,3078,200,424,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"62","image_1.jpg",690,2966,2854,3078,578,802,224,"SU_sand","sand_fine_shell","manual_update",1
"63","image_1.jpg",1068,2966,2854,3078,956,1180,224,"RE_bush","red_algae_bushy","manual_update",1
"64","image_1.jpg",1447,2966,2854,3078,1335,1559,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"65","image_1.jpg",1825,2966,2854,3078,1713,1937,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"66","image_1.jpg",2204,2966,2854,3078,2092,2316,224,"GR_ulva","green_algae_ulva","GR_ulva",0.917
"67","image_1.jpg",2582,2966,2854,3078,2470,2694,224,"RE_bush","red_algae_bushy","RE_bush",1
"68","image_1.jpg",2961,2966,2854,3078,2849,3073,224,"RE_bush","red_algae_bushy","RE_bush",1
"69","image_1.jpg",3339,2966,2854,3078,3227,3451,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"70","image_1.jpg",3718,2966,2854,3078,3606,3830,224,"GR_ulva","green_algae_ulva","GR_ulva",0.95
"71","image_1.jpg",312,3409,3297,3521,200,424,224,"KE_sugar","kelp_sugar","manual_update",1
"72","image_1.jpg",690,3409,3297,3521,578,802,224,"SU_silt","silt","SU_silt",0.92
"73","image_1.jpg",1068,3409,3297,3521,956,1180,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"74","image_1.jpg",1447,3409,3297,3521,1335,1559,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"75","image_1.jpg",1825,3409,3297,3521,1713,1937,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"76","image_1.jpg",2204,3409,3297,3521,2092,2316,224,"RE_leaf","red_algae_flat_leaf","manual_update",1
"77","image_1.jpg",2582,3409,3297,3521,2470,2694,224,"RE_leaf","red_algae_flat_leaf","manual_update",1
"78","image_1.jpg",2961,3409,3297,3521,2849,3073,224,"RE_leaf","red_algae_flat_leaf","manual_update",1
"79","image_1.jpg",3339,3409,3297,3521,3227,3451,224,"RE_leaf","red_algae_flat_leaf","manual_update",1
"80","image_1.jpg",3718,3409,3297,3521,3606,3830,224,"SU_silt","silt","manual_update",1
"81","image_1.jpg",312,3851,3739,3963,200,424,224,"SU_silt","silt","manual_update",1
"82","image_1.jpg",690,3851,3739,3963,578,802,224,"SU_silt","silt","SU_silt",0.98
"83","image_1.jpg",1068,3851,3739,3963,956,1180,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"84","image_1.jpg",1447,3851,3739,3963,1335,1559,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"85","image_1.jpg",1825,3851,3739,3963,1713,1937,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"86","image_1.jpg",2204,3851,3739,3963,2092,2316,224,"GR_ulva","green_algae_ulva","GR_ulva",0.995
"87","image_1.jpg",2582,3851,3739,3963,2470,2694,224,"GR_ulva","green_algae_ulva","manual_update",1
"88","image_1.jpg",2961,3851,3739,3963,2849,3073,224,"RE_leaf","red_algae_flat_leaf","manual_update",1
"89","image_1.jpg",3339,3851,3739,3963,3227,3451,224,"SU_silt","silt","SU_silt",1
"90","image_1.jpg",3718,3851,3739,3963,3606,3830,224,"SU_silt","silt","SU_silt",0.998
"91","image_1.jpg",312,4294,4182,4406,200,424,224,"KE_sugar","kelp_sugar","KE_sugar",0.945
"92","image_1.jpg",690,4294,4182,4406,578,802,224,"KE_sugar","kelp_sugar","manual_update",1
"93","image_1.jpg",1068,4294,4182,4406,956,1180,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"94","image_1.jpg",1447,4294,4182,4406,1335,1559,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"95","image_1.jpg",1825,4294,4182,4406,1713,1937,224,"GR_ulva","green_algae_ulva","manual_update",1
"96","image_1.jpg",2204,4294,4182,4406,2092,2316,224,"RE_leaf","red_algae_flat_leaf","manual_update",1
"97","image_1.jpg",2582,4294,4182,4406,2470,2694,224,"RE_leaf","red_algae_flat_leaf","RE_leaf",0.999
"98","image_1.jpg",2961,4294,4182,4406,2849,3073,224,"RE_leaf","red_algae_flat_leaf","manual_update",1
"99","image_1.jpg",3339,4294,4182,4406,3227,3451,224,"GR_ulva","green_algae_ulva","GR_ulva",0.999
"100","image_1.jpg",3718,4294,4182,4406,3606,3830,224,"GR_ulva","green_algae_ulva","GR_ulva",0.989
"101","image_2.jpg",312,312,200,424,200,424,224,"KE_sugar","kelp_sugar","KE_sugar",0.999
"102","image_2.jpg",690,312,200,424,578,802,224,"KE_sugar","kelp_sugar","KE_sugar",1
"103","image_2.jpg",1068,312,200,424,956,1180,224,"KE_sugar","kelp_sugar","manual_update",1
"104","image_2.jpg",1447,312,200,424,1335,1559,224,"KE_sugar","kelp_sugar","manual_update",1
"105","image_2.jpg",1825,312,200,424,1713,1937,224,"SU_bould","boulder","manual_update",1
"106","image_2.jpg",2204,312,200,424,2092,2316,224,"KE_sugar","kelp_sugar","KE_sugar",1
"107","image_2.jpg",2582,312,200,424,2470,2694,224,"KE_sugar","kelp_sugar","KE_sugar",0.992
"108","image_2.jpg",2961,312,200,424,2849,3073,224,"KE_sugar","kelp_sugar","KE_sugar",0.517
"109","image_2.jpg",3339,312,200,424,3227,3451,224,"KE_sugar","kelp_sugar","manual_update",1
"110","image_2.jpg",3718,312,200,424,3606,3830,224,"unknown","unknown_area","manual_update",1
"111","image_2.jpg",312,754,642,866,200,424,224,"KE_sugar","kelp_sugar","manual_update",1
"112","image_2.jpg",690,754,642,866,578,802,224,"KE_sugar","kelp_sugar","KE_sugar",0.557
"113","image_2.jpg",1068,754,642,866,956,1180,224,"KE_sugar","kelp_sugar","KE_sugar",1
"114","image_2.jpg",1447,754,642,866,1335,1559,224,"KE_sugar","kelp_sugar","KE_sugar",0.992
"115","image_2.jpg",1825,754,642,866,1713,1937,224,"GR_ulva","green_algae_ulva","GR_ulva",0.996
"116","image_2.jpg",2204,754,642,866,2092,2316,224,"KE_sugar","kelp_sugar","manual_update",1
"117","image_2.jpg",2582,754,642,866,2470,2694,224,"KE_sugar","kelp_sugar","KE_sugar",0.692
"118","image_2.jpg",2961,754,642,866,2849,3073,224,"KE_sugar","kelp_sugar","KE_sugar",0.644
"119","image_2.jpg",3339,754,642,866,3227,3451,224,"KE_sugar","kelp_sugar","manual_update",1
"120","image_2.jpg",3718,754,642,866,3606,3830,224,"GR_ulva","green_algae_ulva","manual_update",1
"121","image_2.jpg",312,1196,1084,1308,200,424,224,"KE_sugar","kelp_sugar","manual_update",1
"122","image_2.jpg",690,1196,1084,1308,578,802,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"123","image_2.jpg",1068,1196,1084,1308,956,1180,224,"KE_sugar","kelp_sugar","manual_update",1
"124","image_2.jpg",1447,1196,1084,1308,1335,1559,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"125","image_2.jpg",1825,1196,1084,1308,1713,1937,224,"GR_ulva","green_algae_ulva","GR_ulva",0.99
"126","image_2.jpg",2204,1196,1084,1308,2092,2316,224,"KE_sugar","kelp_sugar","manual_update",1
"127","image_2.jpg",2582,1196,1084,1308,2470,2694,224,"KE_sugar","kelp_sugar","KE_sugar",0.906
"128","image_2.jpg",2961,1196,1084,1308,2849,3073,224,"KE_sugar","kelp_sugar","KE_sugar",0.846
"129","image_2.jpg",3339,1196,1084,1308,3227,3451,224,"MS","mobile_species","manual_update",1
"130","image_2.jpg",3718,1196,1084,1308,3606,3830,224,"GR_ulva","green_algae_ulva","GR_ulva",0.981
"131","image_2.jpg",312,1639,1527,1751,200,424,224,"SU_bould","boulder","manual_update",1
"132","image_2.jpg",690,1639,1527,1751,578,802,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"133","image_2.jpg",1068,1639,1527,1751,956,1180,224,"KE_sugar","kelp_sugar","KE_sugar",0.877
"134","image_2.jpg",1447,1639,1527,1751,1335,1559,224,"KE_sugar","kelp_sugar","KE_sugar",0.52
"135","image_2.jpg",1825,1639,1527,1751,1713,1937,224,"GR_ulva","green_algae_ulva","GR_ulva",0.726
"136","image_2.jpg",2204,1639,1527,1751,2092,2316,224,"KE_sugar","kelp_sugar","manual_update",1
"137","image_2.jpg",2582,1639,1527,1751,2470,2694,224,"SU_peb","pebble","SU_peb",0.574
"138","image_2.jpg",2961,1639,1527,1751,2849,3073,224,"KE_sugar","kelp_sugar","manual_update",1
"139","image_2.jpg",3339,1639,1527,1751,3227,3451,224,"SU_bould","boulder","SU_bould",0.865
"140","image_2.jpg",3718,1639,1527,1751,3606,3830,224,"RE_branch","red_algae_branching","manual_update",1
"141","image_2.jpg",312,2081,1969,2193,200,424,224,"KE_sugar","kelp_sugar","manual_update",1
"142","image_2.jpg",690,2081,1969,2193,578,802,224,"GR_ulva","green_algae_ulva","manual_update",1
"143","image_2.jpg",1068,2081,1969,2193,956,1180,224,"KE_sugar","kelp_sugar","KE_sugar",0.981
"144","image_2.jpg",1447,2081,1969,2193,1335,1559,224,"KE_sugar","kelp_sugar","KE_sugar",0.992
"145","image_2.jpg",1825,2081,1969,2193,1713,1937,224,"KE_sugar","kelp_sugar","KE_sugar",0.996
"146","image_2.jpg",2204,2081,1969,2193,2092,2316,224,"KE_holdfas","kelp_holdfast","KE_holdfas",1
"147","image_2.jpg",2582,2081,1969,2193,2470,2694,224,"KE_sugar","kelp_sugar","KE_sugar",0.993
"148","image_2.jpg",2961,2081,1969,2193,2849,3073,224,"KE_sugar","kelp_sugar","KE_sugar",0.999
"149","image_2.jpg",3339,2081,1969,2193,3227,3451,224,"KE_sugar","kelp_sugar","KE_sugar",0.997
"150","image_2.jpg",3718,2081,1969,2193,3606,3830,224,"RE_branch","red_algae_branching","manual_update",1
"151","image_2.jpg",312,2524,2412,2636,200,424,224,"KE_sugar","kelp_sugar","KE_sugar",0.999
"152","image_2.jpg",690,2524,2412,2636,578,802,224,"SU_peb","pebble","manual_update",1
"153","image_2.jpg",1068,2524,2412,2636,956,1180,224,"KE_sugar","kelp_sugar","manual_update",1
"154","image_2.jpg",1447,2524,2412,2636,1335,1559,224,"KE_sugar","kelp_sugar","KE_sugar",0.992
"155","image_2.jpg",1825,2524,2412,2636,1713,1937,224,"SU_bould","boulder","manual_update",1
"156","image_2.jpg",2204,2524,2412,2636,2092,2316,224,"SU_cob","cobble","manual_update",1
"157","image_2.jpg",2582,2524,2412,2636,2470,2694,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"158","image_2.jpg",2961,2524,2412,2636,2849,3073,224,"GR_ulva","green_algae_ulva","GR_ulva",0.91
"159","image_2.jpg",3339,2524,2412,2636,3227,3451,224,"KE_sugar","kelp_sugar","KE_sugar",0.935
"160","image_2.jpg",3718,2524,2412,2636,3606,3830,224,"KE_sugar","kelp_sugar","KE_sugar",0.825
"161","image_2.jpg",312,2966,2854,3078,200,424,224,"KE_sugar","kelp_sugar","manual_update",1
"162","image_2.jpg",690,2966,2854,3078,578,802,224,"SU_peb","pebble","SU_peb",0.894
"163","image_2.jpg",1068,2966,2854,3078,956,1180,224,"SU_peb","pebble","SU_peb",0.99
"164","image_2.jpg",1447,2966,2854,3078,1335,1559,224,"KE_sugar","kelp_sugar","manual_update",1
"165","image_2.jpg",1825,2966,2854,3078,1713,1937,224,"KE_sugar","kelp_sugar","KE_sugar",1
"166","image_2.jpg",2204,2966,2854,3078,2092,2316,224,"KE_sugar","kelp_sugar","KE_sugar",0.974
"167","image_2.jpg",2582,2966,2854,3078,2470,2694,224,"KE_sugar","kelp_sugar","manual_update",1
"168","image_2.jpg",2961,2966,2854,3078,2849,3073,224,"KE_sugar","kelp_sugar","manual_update",1
"169","image_2.jpg",3339,2966,2854,3078,3227,3451,224,"KE_sugar","kelp_sugar","KE_sugar",0.744
"170","image_2.jpg",3718,2966,2854,3078,3606,3830,224,"KE_sugar","kelp_sugar","KE_sugar",0.921
"171","image_2.jpg",312,3409,3297,3521,200,424,224,"unknown","unknown_area","manual_update",1
"172","image_2.jpg",690,3409,3297,3521,578,802,224,"SU_peb","pebble","SU_peb",0.996
"173","image_2.jpg",1068,3409,3297,3521,956,1180,224,"SU_peb","pebble","SU_peb",0.939
"174","image_2.jpg",1447,3409,3297,3521,1335,1559,224,"SU_peb","pebble","SU_peb",0.658
"175","image_2.jpg",1825,3409,3297,3521,1713,1937,224,"KE_sugar","kelp_sugar","KE_sugar",0.809
"176","image_2.jpg",2204,3409,3297,3521,2092,2316,224,"KE_sugar","kelp_sugar","KE_sugar",1
"177","image_2.jpg",2582,3409,3297,3521,2470,2694,224,"KE_sugar","kelp_sugar","KE_sugar",0.603
"178","image_2.jpg",2961,3409,3297,3521,2849,3073,224,"KE_sugar","kelp_sugar","KE_sugar",0.971
"179","image_2.jpg",3339,3409,3297,3521,3227,3451,224,"KE_sugar","kelp_sugar","KE_sugar",0.998
"180","image_2.jpg",3718,3409,3297,3521,3606,3830,224,"KE_sugar","kelp_sugar","KE_sugar",0.926
"181","image_2.jpg",312,3851,3739,3963,200,424,224,"KE_sugar","kelp_sugar","KE_sugar",0.993
"182","image_2.jpg",690,3851,3739,3963,578,802,224,"SU_peb","pebble","SU_peb",0.986
"183","image_2.jpg",1068,3851,3739,3963,956,1180,224,"KE_sugar","kelp_sugar","KE_sugar",0.983
"184","image_2.jpg",1447,3851,3739,3963,1335,1559,224,"KE_sugar","kelp_sugar","KE_sugar",0.996
"185","image_2.jpg",1825,3851,3739,3963,1713,1937,224,"GR_ulva","green_algae_ulva","manual_update",1
"186","image_2.jpg",2204,3851,3739,3963,2092,2316,224,"GR_ulva","green_algae_ulva","manual_update",1
"187","image_2.jpg",2582,3851,3739,3963,2470,2694,224,"KE_sugar","kelp_sugar","KE_sugar",0.994
"188","image_2.jpg",2961,3851,3739,3963,2849,3073,224,"KE_sugar","kelp_sugar","KE_sugar",0.943
"189","image_2.jpg",3339,3851,3739,3963,3227,3451,224,"KE_sugar","kelp_sugar","KE_sugar",0.986
"190","image_2.jpg",3718,3851,3739,3963,3606,3830,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"191","image_2.jpg",312,4294,4182,4406,200,424,224,"KE_sugar","kelp_sugar","manual_update",1
"192","image_2.jpg",690,4294,4182,4406,578,802,224,"RE_bush","red_algae_bushy","RE_bush",1
"193","image_2.jpg",1068,4294,4182,4406,956,1180,224,"KE_sugar","kelp_sugar","KE_sugar",0.709
"194","image_2.jpg",1447,4294,4182,4406,1335,1559,224,"unknown","unknown_area","manual_update",1
"195","image_2.jpg",1825,4294,4182,4406,1713,1937,224,"SU_bould","boulder","SU_bould",0.688
"196","image_2.jpg",2204,4294,4182,4406,2092,2316,224,"SU_bould","boulder","manual_update",1
"197","image_2.jpg",2582,4294,4182,4406,2470,2694,224,"KE_sugar","kelp_sugar","KE_sugar",0.999
"198","image_2.jpg",2961,4294,4182,4406,2849,3073,224,"KE_sugar","kelp_sugar","KE_sugar",1
"199","image_2.jpg",3339,4294,4182,4406,3227,3451,224,"GR_ulva","green_algae_ulva","manual_update",1
"200","image_2.jpg",3718,4294,4182,4406,3606,3830,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"201","image_3.jpg",312,312,200,424,200,424,224,"GR_ulva","green_algae_ulva","GR_ulva",0.998
"202","image_3.jpg",690,312,200,424,578,802,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"203","image_3.jpg",1068,312,200,424,956,1180,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"204","image_3.jpg",1447,312,200,424,1335,1559,224,"SU_peb","pebble","manual_update",1
"205","image_3.jpg",1825,312,200,424,1713,1937,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"206","image_3.jpg",2204,312,200,424,2092,2316,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"207","image_3.jpg",2582,312,200,424,2470,2694,224,"RE_leaf","red_algae_flat_leaf","RE_leaf",0.998
"208","image_3.jpg",2961,312,200,424,2849,3073,224,"GR_ulva","green_algae_ulva","manual_update",1
"209","image_3.jpg",3339,312,200,424,3227,3451,224,"GR_ulva","green_algae_ulva","GR_ulva",0.998
"210","image_3.jpg",3718,312,200,424,3606,3830,224,"GR_ulva","green_algae_ulva","GR_ulva",0.996
"211","image_3.jpg",312,754,642,866,200,424,224,"GR_ulva","green_algae_ulva","GR_ulva",0.879
"212","image_3.jpg",690,754,642,866,578,802,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"213","image_3.jpg",1068,754,642,866,956,1180,224,"SU_sand","sand_fine_shell","SU_sand",0.999
"214","image_3.jpg",1447,754,642,866,1335,1559,224,"SU_peb","pebble","manual_update",1
"215","image_3.jpg",1825,754,642,866,1713,1937,224,"GR_ulva","green_algae_ulva","GR_ulva",0.993
"216","image_3.jpg",2204,754,642,866,2092,2316,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"217","image_3.jpg",2582,754,642,866,2470,2694,224,"SU_peb","pebble","manual_update",1
"218","image_3.jpg",2961,754,642,866,2849,3073,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"219","image_3.jpg",3339,754,642,866,3227,3451,224,"GR_ulva","green_algae_ulva","GR_ulva",0.999
"220","image_3.jpg",3718,754,642,866,3606,3830,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"221","image_3.jpg",312,1196,1084,1308,200,424,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"222","image_3.jpg",690,1196,1084,1308,578,802,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"223","image_3.jpg",1068,1196,1084,1308,956,1180,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"224","image_3.jpg",1447,1196,1084,1308,1335,1559,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"225","image_3.jpg",1825,1196,1084,1308,1713,1937,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"226","image_3.jpg",2204,1196,1084,1308,2092,2316,224,"GR_ulva","green_algae_ulva","GR_ulva",0.995
"227","image_3.jpg",2582,1196,1084,1308,2470,2694,224,"SU_sand","sand_fine_shell","SU_sand",0.996
"228","image_3.jpg",2961,1196,1084,1308,2849,3073,224,"GR_ulva","green_algae_ulva","GR_ulva",0.969
"229","image_3.jpg",3339,1196,1084,1308,3227,3451,224,"SU_silt","silt","manual_update",1
"230","image_3.jpg",3718,1196,1084,1308,3606,3830,224,"KE_5rib","kelp_five_rib","manual_update",1
"231","image_3.jpg",312,1639,1527,1751,200,424,224,"RE_bush","red_algae_bushy","RE_bush",1
"232","image_3.jpg",690,1639,1527,1751,578,802,224,"GR_ulva","green_algae_ulva","GR_ulva",0.896
"233","image_3.jpg",1068,1639,1527,1751,956,1180,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"234","image_3.jpg",1447,1639,1527,1751,1335,1559,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"235","image_3.jpg",1825,1639,1527,1751,1713,1937,224,"SU_peb","pebble","manual_update",1
"236","image_3.jpg",2204,1639,1527,1751,2092,2316,224,"RE_bush","red_algae_bushy","RE_bush",1
"237","image_3.jpg",2582,1639,1527,1751,2470,2694,224,"KE_5rib","kelp_five_rib","manual_update",1
"238","image_3.jpg",2961,1639,1527,1751,2849,3073,224,"KE_5rib","kelp_five_rib","KE_5rib",1
"239","image_3.jpg",3339,1639,1527,1751,3227,3451,224,"KE_5rib","kelp_five_rib","KE_5rib",1
"240","image_3.jpg",3718,1639,1527,1751,3606,3830,224,"KE_5rib","kelp_five_rib","manual_update",1
"241","image_3.jpg",312,2081,1969,2193,200,424,224,"RE_bush","red_algae_bushy","RE_bush",0.984
"242","image_3.jpg",690,2081,1969,2193,578,802,224,"GR_ulva","green_algae_ulva","manual_update",1
"243","image_3.jpg",1068,2081,1969,2193,956,1180,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"244","image_3.jpg",1447,2081,1969,2193,1335,1559,224,"SU_sand","sand_fine_shell","manual_update",1
"245","image_3.jpg",1825,2081,1969,2193,1713,1937,224,"SU_peb","pebble","manual_update",1
"246","image_3.jpg",2204,2081,1969,2193,2092,2316,224,"KE_5rib","kelp_five_rib","KE_5rib",1
"247","image_3.jpg",2582,2081,1969,2193,2470,2694,224,"KE_5rib","kelp_five_rib","KE_5rib",1
"248","image_3.jpg",2961,2081,1969,2193,2849,3073,224,"KE_5rib","kelp_five_rib","KE_5rib",0.998
"249","image_3.jpg",3339,2081,1969,2193,3227,3451,224,"GR_ulva","green_algae_ulva","GR_ulva",0.98
"250","image_3.jpg",3718,2081,1969,2193,3606,3830,224,"RE_fil","red_algae_filamentous","manual_update",1
"251","image_3.jpg",312,2524,2412,2636,200,424,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"252","image_3.jpg",690,2524,2412,2636,578,802,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"253","image_3.jpg",1068,2524,2412,2636,956,1180,224,"GR_ulva","green_algae_ulva","GR_ulva",1
"254","image_3.jpg",1447,2524,2412,2636,1335,1559,224,"RE_bush","red_algae_bushy","RE_bush",1
"255","image_3.jpg",1825,2524,2412,2636,1713,1937,224,"KE_5rib","kelp_five_rib","manual_update",1
